Id,Country,Date_of_decision,Fine,Controller_Processor,Quoted_Article,Type,Source,Authority,Sector,Summary
ETid-152,SPAIN,06/11/2019,60000,"Vodafone España, S.A.U.",['Art. 6 GDPR'],Insufficient legal basis for data processing,<a class='blau' href='https://www.aepd.es/resoluciones/PS-00140-2019_ORI.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),"Media, Telecoms and Broadcasting","Vodafone has sent the customer's invoice data to unauthorised third parties following a customer invoice complaint. Originally, a fine of EUR 75,000 was threatened, but was reduced to EUR 60,000 against immediate payment and waiver of appeal."
ETid-153,SPAIN,23/10/2019,60000,"Vodafone España, S.A.U.",['Art. 5 (1) f) GDPR'],Non-compliance with general data processing principles,<a class='blau' href='https://www.aepd.es/resoluciones/PS-00249-2019_ORI.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),"Media, Telecoms and Broadcasting",Vodafone sent an invoice history to the subscriber as part of the invoice complaint by the subscriber. The history also contained invoice data of an unknown third party.
ETid-154,THE NETHERLANDS,31/10/2019,50000,Menzis (Health Insurance Company),['Art. 5 GDPR'],Non-compliance with general data processing principles,<a class='blau' href='https://autoriteitpersoonsgegevens.nl/nl/nieuws/sancties-voor-menzis-en-vgz-voor-overtreding-van-de-privacywet' target='_blank'>link</a>,Dutch Supervisory Authority for Data Protection (AP),"Finance, Insurance and Consulting","Marketing staff had access to patient data. Among other things, this violated the purpose limitation principle."
ETid-155,GREECE,18/10/2019,20000,Wind Hellas Telecommunications,['Art. 21 GDPR'],Insufficient fulfilment of data subjects rights,"<a class='blau' href='http://www.dpa.gr/APDPXPortlets/htdocs/documentDisplay.jsp?docid=146,94,80,247,188,211,182,68' target='_blank'>link</a>",Hellenic Data Protection Authority (HDPA),"Media, Telecoms and Broadcasting","Among other things, the company has ignored objections raised by affected parties against advertising calls."
ETid-156,ROMANIA,18/12/2019,2000,Telekom Romania Mobile Communications SA,['Art. 32 GDPR'],Insufficient technical and organisational measures to ensure information security,<a class='blau' href='https://www.dataprotection.ro/?page=O_noua_amenda_pentru_incalcarea_RGPD_comunicat_decembrie&lang=ro' target='_blank'>link</a>,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),"Media, Telecoms and Broadcasting",The company has failed to ensure the accuracy of the processing of personal data which resulted in a disclosure of a clients personal data to another client.
ETid-157,HUNGARY,11/12/2019,1430,Unknown,"['Art. 5 GDPR', ' Art. 6 GDPR', ' Art. 13 GDPR', ' Art. 24 GDPR', ' Art. 25 GDPR']",Non-compliance with general data processing principles,<a class='blau' href='https://naih.hu/files/NAIH-2019-51-hatarozat.pdf' target='_blank'>link</a>,Hungarian National Authority for Data Protection and the Freedom of Information (NAIH),Employment,"The employer restored the mailbox of a director who had left the company a year before and found an email containing a work-related document. The director received no warning that his former inbox would be activated and did not have a chance to copy / delete his private data (passwords and financial information). According to NAIH, an employee or a representative should be present when the employee's data is being accessed, even if the employment has been terminated. Employees should be able to request a copy or the deletion of their private data. Employers must record the access with minutes and photos; when the employee cannot be present, then in the presence of independent witnesses. Employers must adopt internal policies on archiving and the use of IT assets and e-mail accounts, including procedural rules such as the steps of an inspection and the officials authorised to carry it out."
ETid-158,UNITED KINGDOM,17/12/2019,320000,Doorstep Dispensaree Ltd. (Pharmacy),['Art. 32 GDPR'],Insufficient technical and organisational measures to ensure information security,<a class='blau' href='https://ico.org.uk/media/action-weve-taken/enforcement-notices/2616741/doorstop-en-20191217.pdf' target='_blank'>link</a>,Information Commissioner (ICO),Health Care,"The company had stored some 500,000 documents containing names, addresses, dates of birth, NHS numbers and medical information and prescriptions in unsealed containers at the back of the building and failed to protect these documents from the elements, resulting in water damage to the documents."
ETid-159,BELGIUM,17/12/2019,2000,Nursing Care Organisation,"['Art. 12 GDPR', ' Art. 15 GDPR', ' Art. 17 GDPR']",Insufficient fulfilment of data subjects rights,<a class='blau' href='https://www.autoriteprotectiondonnees.be/sites/privacycommission/files/documents/DEQF_13-2019_FR_ANO.pdf' target='_blank'>link</a>,Belgian Data Protection Authority (APD),Industry and Commerce,The company failed to act on requests from the data subject to get access to his data and to have his data erased.
ETid-160,ROMANIA,29/11/2019,500,Homeowners Association,['Art. 32 GDPR'],Insufficient technical and organisational measures to ensure information security,<a class='blau' href='https://www.dataprotection.ro/?page=Amenda_asociatie_proprietari&lang=ro' target='_blank'>link</a>,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),Real Estate,The association used video surveillance systems without proper information according to Art. 13 GDPR and without adequate security measures regarding the persons having access to the system.
ETid-161,SPAIN,10/12/2019,5000,"Shop Macoyn, S.L.",['Art. 32 GDPR'],Insufficient technical and organisational measures to ensure information security,<a class='blau' href='https://www.aepd.es/es/documento/ps-00320-2019.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),Industry and Commerce,"The company has sent advertising e-mails to several recipients where the e-mail addresses of all other recipients were visible to all recipients, because the recipient addresses were inserted as CC and not as BCC."
ETid-162,BULGARIA,03/09/2019,1022,Telecommunication service provide,"['Art. 6 (1) GDPR', ' Art. 25 (1) GDPR']",Insufficient legal basis for data processing,<a class='blau' href='https://www.cpdp.bg/index.php?p=element&aid=1219' target='_blank'>link</a>,Commission for Personal Data Protection (KZLD),"Media, Telecoms and Broadcasting","The pecuniary sanctions of EUR 1, 022 and EUR 5, 113 were imposed on a telecommunications service provider and its commercial representative in Bulgaria for unlawful processing of the personal data of a data subject. The personal data of the data subject was unlawfully processed for the conclusion of service contracts without his knowledge or consent."
ETid-163,BULGARIA,03/09/2019,5113,Telecommunication service provide,"['Art. 6 (1) GDPR', ' Art. 25 (1) GDPR']",Insufficient legal basis for data processing,<a class='blau' href='https://www.cpdp.bg/index.php?p=element&aid=1219' target='_blank'>link</a>,Commission for Personal Data Protection (KZLD),"Media, Telecoms and Broadcasting","The pecuniary sanctions of EUR 1, 022 and EUR 5, 113 were imposed on a telecommunications service provider and its commercial representative in Bulgaria for unlawful processing of the personal data of a data subject. The personal data of the data subject was unlawfully processed for the conclusion of service contracts without his knowledge or consent."
ETid-164,BULGARIA,03/09/2019,11760,Commercial representative of telecommunication service provider,['Art. 6 (1) GDPR'],Insufficient legal basis for data processing,<a class='blau' href='https://www.cpdp.bg/index.php?p=element&aid=1219' target='_blank'>link</a>,Commission for Personal Data Protection (KZLD),"Media, Telecoms and Broadcasting","The pecuniary sanction of EUR 11, 760 was imposed on the commercial representative of telecommunications service provider for unlawful processing of the personal data of a data subject. The personal data of the data subject was unlawfully processed for the conclusion of a contract for mobile services and leasing contracts."
ETid-165,BULGARIA,03/09/2019,1121,Private enforcement agent,"['Art. 12 (4) GDPR', ' Art. 15 GDPR']",Insufficient fulfilment of data subjects rights,<a class='blau' href='https://www.cpdp.bg/index.php?p=element&aid=1219' target='_blank'>link</a>,Commission for Personal Data Protection (KZLD),Industry and Commerce,"The fine of EUR 1, 121 was imposed on a private enforcement agent for processing of the personal data of data subject through recording by technical means for video surveillance and for refusal to grant access to the collected data. The data subject submitted an application for access to his personal data to the private enforcement agent, who failed to inform him of the reasons for the rejection of his request."
ETid-166,BULGARIA,28/10/2019,511,Employer,"['Art. 12 (3) GDPR', ' Art. 15 (1) GDPR']",Insufficient fulfilment of data subjects rights,<a class='blau' href='https://www.cpdp.bg/index.php?p=element&aid=1219' target='_blank'>link</a>,Commission for Personal Data Protection (KZLD),Employment,The pecuniary sanction of EUR 511 was imposed on an employer for refusal to grant access to the personal data of a data subject who submitted an application for access to his personal data to his former employer.
ETid-167,BULGARIA,07/10/2019,511,B.D.,['Art. 31 GDPR'],Insufficient cooperation with supervisory authority,<a class='blau' href='https://www.cpdp.bg/index.php?p=element&aid=1219' target='_blank'>link</a>,Commission for Personal Data Protection (KZLD),Health Care,The fine of EUR 511 was imposed on B.D. for failure to provide access to information which the Commission for Personal Data Protection needed for performance of its tasks and execution of a disposition.
ETid-168,BULGARIA,08/10/2019,5112,The Ministry of Interior Affairs,"['Art. 5 (1) GDPR', ' Art. 6 (1) GDPR']",Insufficient legal basis for data processing,<a class='blau' href='https://www.cpdp.bg/index.php?p=element&aid=1219' target='_blank'>link</a>,Commission for Personal Data Protection (KZLD),Public Sector and Education,"The fine of EUR 5,112 was imposed on the Ministry of Interior Affairs for unlawfully processing the personal data of data subject A.K.  The Ministry of Interior sent the personal data of A.K. to the Togolese Republic (Togo)."
ETid-169,BELGIUM,17/12/2019,15000,Website providing legal information,"['Art. 6 GDPR', '\nArt. 12 GDPR', ' Art. 13 GDPR']",Insufficient fulfilment of information obligations,<a class='blau' href='https://www.gegevensbeschermingsautoriteit.be/sites/privacycommission/files/documents/BETG_12-2019_NL.PDF' target='_blank'>link</a>,Belgian Data Protection Authority (APD),"Media, Telecoms and Broadcasting","An operator of a website for legal news had the privacy statement only available in English, although it was also addressed to a Dutch and French speaking audience. In addition, the first version of the privacy statement was not easily accessible and did not mention the legal basis for data processing under the GDPR. Furthermore, with reference to the ECJ ruling on Planet 49, it was determined that effective consent was required for the use of Google Analytics."
ETid-170,GERMANY,01/01/2019,294000,Unknown,['Art. 5 GDPR'],Non-compliance with general data processing principles,<a class='blau' href='https://www.handelsblatt.com/politik/deutschland/dsgvo-datenschutz-verstoesse-zahl-der-bussgelder-ist-drastisch-gestiegen/25364576.html?ticket=ST-45092061-7c0aydLKNr5gZlxMtwwK-ap1' target='_blank'>link</a>,Data Protection Authority of Niedersachsen,Employment,"A company was fined EUR 294 000 for 'unnecessarily long' storage and retention of personnel files and for 'excessive' data collection in the personnel selection process, during which also health data were requested."
ETid-171,SPAIN,07/01/2020,44000,"Vodafone España, S.A.U.",['Art. 5 (1) f) GDPR'],Non-compliance with general data processing principles,<a class='blau' href='https://www.aepd.es/es/documento/ps-00093-2019.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),"Media, Telecoms and Broadcasting","The company had sent a contract with personal data, including the applicant's name, address and telephone number, to the wrong recipient."
ETid-172,SPAIN,09/01/2020,3000,"Vodafone España, S.A.U.",['Art. 58 GDPR'],Insufficient cooperation with supervisory authority,<a class='blau' href='https://www.aepd.es/es/documento/ps-00445-2019.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),"Media, Telecoms and Broadcasting",Failure to provide information to the AEPD within the required timeframe in violation of Article 58
ETid-173,SPAIN,07/01/2020,75000,EDP España S.A.U.,['Art. 6 GDPR'],Insufficient legal basis for data processing,<a class='blau' href='https://www.aepd.es/es/documento/ps-00109-2019.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),Industry and Commerce,"The company processed personal data such as first and last name, tax number, address and mobile phone number without the consent of the data subject"
ETid-174,SPAIN,07/01/2020,75000,"EDP Comercializadora, S.A.U.",['Art. 6 GDPR'],Insufficient legal basis for data processing,<a class='blau' href='https://www.aepd.es/es/documento/ps-00025-2019.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),Transportation and Energy,The company processed personal data in connection with a gas contract without the consent of the applicant. The decision finds that the applicant received an invoice for a gas contract which he did not sign and that EDP Comercializadora claims that the applicant is party to a contract with another energy company which has a supply contract with EDP Comercializadora and that the processing of data is therefore justified. The AEPD stated that EDP Comercializadora had to prove that the plaintiff had agreed to a contract with a second entity and not only with its direct energy supplier.
ETid-175,SPAIN,07/01/2020,10000,Asociación de Médicos Demócratas,['Art. 6 GDPR'],Insufficient legal basis for data processing,<a class='blau' href='https://www.aepd.es/es/documento/ps-00231-2019.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),Health Care,"The Asociación de Médicos Demócratas has processed personal data of its members, despite having been warned by the AEPD that it carried out the processing without the consent of the data subjects."
ETid-176,ROMANIA,10/12/2019,14000,Hora Credit IFN SA,"['Art. 5 GDPR', ' Art. 25 GDPR', ' Art. 32 GDPR', ' Art. 33 GDPR']",Insufficient technical and organisational measures to ensure information security,<a class='blau' href='https://www.dataprotection.ro/?page=Alta_amenda_pentru_incalcarea_RGPD_2020_1&lang=ro' target='_blank'>link</a>,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),"Finance, Insurance and Consulting","The sanctions were applied as a result of a complaint alleging that Hora Credit IFN SA transmitted documents containing personal data of another person to a wrong e-mail address. Following the investigation it was found that Hora Credit IFN SA processed the data without providing effective mechanisms for verifying and validating the accuracy of the data collected processed according to the principles set out in art. 5 of the GDPR. It was also found that the operator did not take sufficient security measures for personal data, according to art. 25 and 32 of the GDPR, so as to avoid unauthorized and accessible disclosure of personal data to third parties. At the same time, Hora Credit IFN SA did not notify the Supervisory Authority of the security incident that was brought to its notice, according to art. 33 of the GDPR, within 72 hours from the date it became aware of it. The fine consists of three partial fines of EUR 3000, EUR 10000 and EUR 1000."
ETid-177,ROMANIA,16/12/2019,6000,SC Enel Energie S.A. (Electricity Distributor),"['Art. 5 GDPR', ' Art. 6 GDPR', ' Art. 7 GDPR', ' Art. 21 GDPR']",Insufficient legal basis for data processing,<a class='blau' href='https://www.dataprotection.ro/?page=sanctiune_pentru_incalcarea_RGPD_2020_2&lang=ro' target='_blank'>link</a>,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),Transportation and Energy,"The sanctions were imposed following a complaint alleging that Enel Energie had unlawfully processed an individual's personal data and was unable to prove that it had obtained the individual's consent to send e-mail notifications. In addition, the ANSPDCP pointed out that the operator had not taken the necessary measures to stop the transmission of notifications, despite the fact that the person had repeatedly exercised his right to object. The operator of SC Enel Energie SRL was sanctioned contraventionally with two fines, each amounting to 14,334.30 lei, the equivalent of the amount of 3000 EUR."
ETid-178,CYPRUS,13/01/2020,9000,"Social Insurance Services of the Ministry of Labor, Welfare and Social Insurance",['Art. 32 GDPR'],Insufficient technical and organisational measures to ensure information security,<a class='blau' href='http://www.dataprotection.gov.cy/dataprotection/dataprotection.nsf/All/ACDFDC478581BEE1C22584EE002EE9C2?OpenDocument' target='_blank'>link</a>,Cypriot Data Protection Commissioner,Public Sector and Education,"Granting the police access to personal data and failing to take adequate measures to secure the data, despite the warnings of the Supervisor, constituted a breach of Article 32 of the GPPR."
ETid-179,CYPRUS,25/10/2019,70000,"LGS Handling Ltd, Louis Travel Ltd, and Louis Aviation Ltd","['Art. 6 GDPR', ' Art. 9 GDPR']",Insufficient legal basis for data processing,<a class='blau' href='http://www.dataprotection.gov.cy/dataprotection/dataprotection.nsf/all/ACDFDC478581BEE1C22584EE002EE9C2/$file/2019-apofasi%20bradford%20system%20%CE%91%CE%9D%CE%A9%CE%9D%CE%A5%CE%9C%CE%9F%CE%A0.pdf?openelement' target='_blank'>link</a>,Cypriot Data Protection Commissioner,Employment,"The decision found that the use of the Bradford factor for profiling and monitoring sick leave constituted unlawful processing of personal data in breach of Article 6 and Article 9 of the GDPR. Three fines of EUR 70,000, EUR 10,000 and EUR 2,000 were imposed for this infringement. The decision was announced on 2020/10/13."
ETid-180,CYPRUS,25/10/2019,10000,"LGS Handling Ltd, Louis Travel Ltd, and Louis Aviation Ltd","['Art. 6 GDPR', ' Art. 9 GDPR']",Insufficient legal basis for data processing,<a class='blau' href='http://www.dataprotection.gov.cy/dataprotection/dataprotection.nsf/all/ACDFDC478581BEE1C22584EE002EE9C2/$file/2019-apofasi%20bradford%20system%20%CE%91%CE%9D%CE%A9%CE%9D%CE%A5%CE%9C%CE%9F%CE%A0.pdf?openelement' target='_blank'>link</a>,Cypriot Data Protection Commissioner,Employment,"The decision found that the use of the Bradford factor for profiling and monitoring sick leave constituted unlawful processing of personal data in breach of Article 6 and Article 9 of the GDPR. Three fines of EUR 70,000, EUR 10,000 and EUR 2,000 were imposed for this infringement. The decision was announced on 2020/10/13."
ETid-181,CYPRUS,25/10/2019,2000,"LGS Handling Ltd, Louis Travel Ltd, and Louis Aviation Ltd","['Art. 6 GDPR', ' Art. 9 GDPR']",Insufficient legal basis for data processing,<a class='blau' href='http://www.dataprotection.gov.cy/dataprotection/dataprotection.nsf/all/ACDFDC478581BEE1C22584EE002EE9C2/$file/2019-apofasi%20bradford%20system%20%CE%91%CE%9D%CE%A9%CE%9D%CE%A5%CE%9C%CE%9F%CE%A0.pdf?openelement' target='_blank'>link</a>,Cypriot Data Protection Commissioner,Employment,"The decision found that the use of the Bradford factor for profiling and monitoring sick leave constituted unlawful processing of personal data in breach of Article 6 and Article 9 of the GDPR. Three fines of EUR 70,000, EUR 10,000 and EUR 2,000 were imposed for this infringement. The decision was announced on 2020/10/13."
ETid-182,CYPRUS,13/01/2020,1000,eShop for Sports (M.L. PRO.FIT SOLUTIONS LTD),['Art. 6 GDPR'],Insufficient legal basis for data processing,<a class='blau' href='http://www.dataprotection.gov.cy/dataprotection/dataprotection.nsf/All/ACDFDC478581BEE1C22584EE002EE9C2?OpenDocument' target='_blank'>link</a>,Cypriot Data Protection Commissioner,Industry and Commerce,"Sending SMS marketing messages without consent. In particular, no appropriate measures were taken, such as the possibility for telephone users to block marketing messages from the eShop for Sports by opting out of receiving SMS marketing messages."
ETid-183,GREECE,13/01/2020,15000,Allseas Marine S.A.,"['Art. 5 (1) a)', ' (2) GDPR']",Non-compliance with general data processing principles,"<a class='blau' href='http://www.dpa.gr/APDPXPortlets/htdocs/documentDisplay.jsp?docid=126,92,211,86,111,236,222,151' target='_blank'>link</a>",Hellenic Data Protection Authority (HDPA),Employment,"The data protection supervisory authority has fined the extent to which employee data are processed by a video surveillance system in the workplace, the fact that the introduction of the video surveillance system was unlawful and the fact that the company did not sufficiently inform its employees about it."
ETid-184,ROMANIA,13/12/2019,5000,Entirely Shipping & Trading S.R.L.,"['Art. 5 (1) GDPR', ' Art. 6 GDPR', ' Art. 7 GDPR']",Non-compliance with general data processing principles,<a class='blau' href='https://www.dataprotection.ro/index.jsp?page=O_noua_sanctiune_pentru_incalcarea_RGPD_2020_3&lang=ro' target='_blank'>link</a>,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),Employment,The company has excessively processed the personal data of his employees through the video cameras installed in the offices and in the places where there are cabinets where the employees store their spare clothes (changing rooms) (violation of principle of 'data minimization')
ETid-185,ROMANIA,13/12/2019,5000,Entirely Shipping & Trading S.R.L.,"['Art. 5 (1) GDPR', ' Art. 6 GDPR', ' Art. 7 GDPR', ' Art. 9 GDPR']",Non-compliance with general data processing principles,<a class='blau' href='https://www.dataprotection.ro/index.jsp?page=O_noua_sanctiune_pentru_incalcarea_RGPD_2020_3&lang=ro' target='_blank'>link</a>,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),Employment,The company processed biometric data (fingerprints) of the employees for access to certain rooms tough less intrusive means for the privacy of the data subjects could be used (violation of principle of 'data minimization')
ETid-186,ITALY,11/12/2019,8500000,Eni Gas e Luce,"['Art. 5 GDPR', ' Art. 6 GDPR', ' Art. 17 GDPR', ' Art. 21 GDPR']",Insufficient legal basis for data processing,<a class='blau' href='https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9244365' target='_blank'>link</a>,Italian Data Protection Authority (Garante),Transportation and Energy,"The Italian supervisory authority imposed two fines totalling EUR 11,5 million on Eni Gas and Luce (Egl) for unlawful processing of personal data in the context of advertising activities and activation of unsolicited contracts. The first fine of EUR 8.5 million relates to the unlawful processing in connection with telemarketing and telesales activities. Amongst others, promotional calls were made without the consent of the person contacted or despite that person's refusal to receive promotional calls, or without triggering the special procedures for checking the public opt-out register. In addition, there was lack of technical and organisational measures to take account of the information provided by users; data was processed longer than the permitted data retention periods; and data on potential customers was collected from entities (list providers) who had not obtained consent to the disclosure of such data."
ETid-187,ITALY,11/12/2019,3000000,Eni Gas e Luce,"['Art. 5 GDPR', ' Art. 6 GDPR']",Insufficient legal basis for data processing,<a class='blau' href='https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9244358' target='_blank'>link</a>,Italian Data Protection Authority (Garante),Transportation and Energy,"The Italian supervisory authority imposed two fines totalling EUR 11,5 million on Eni Gas and Luce (Egl) for unlawful processing of personal data in the context of advertising activities and activation of unsolicited contracts. The second fine of EUR 3 million concerns infringements resulting from the conclusion of unsolicited contracts for the supply of electricity and gas under 'market economy' conditions. Many persons complained to the Authority that they only learned of the conclusion of a new contract after receiving the letter of termination of the contract with the previous supplier or the first Egl invoices. In some cases, the complaints reported false information in the contracts and forged signatures."
ETid-188,GREECE,19/12/2019,150000,Aegean Marine Petroleum Network Inc.,"['Art. 5 GDPR', ' Art. 6 GDPR', ' Art. 32 GDPR']",Insufficient technical and organisational measures to ensure information security,"<a class='blau' href='http://www.dpa.gr/APDPXPortlets/htdocs/documentDisplay.jsp?docid=205,136,113,56,60,108,243,88' target='_blank'>link</a>",Hellenic Data Protection Authority (HDPA),Transportation and Energy,"Companies outside the Aegean Marine Petroleum Group had access to its servers containing personal data and copied the contents of the servers, since Aegean Marine Petroleum failed to take the necessary technical measures to secure the processing of large amounts of data and to keep the relevant software separate from the personal data stored on the servers. Furthermore, Aegean Marine Petroleum had not informed the data subjects of the processing of their personal data stored on the servers."
ETid-189,ITALY,15/01/2020,27800000,TIM (telecommunications operator),"['Art. 5 GDPR', ' Art. 6 GDPR', ' Art. 17 GDPR', ' Art. 21 GDPR', ' Art. 32 GDPR']",Insufficient legal basis for data processing,<a class='blau' href='https://www.garanteprivacy.it/web/guest/home/docweb/-/docweb-display/docweb/9256486' target='_blank'>link</a>,Italian Data Protection Authority (Garante),"Media, Telecoms and Broadcasting","Between January 2017 and 2019, the data protection authority received hundreds of notifications, in particular concerning the receipt of unsolicited commercial communications made without the consent of the data subjects or despite their registration in the public register of objections. Furthermore, irregularities in data processing in connection with competitions were also complained about. In addition, incorrect and non-transparent information on data processing was provided in Apps provided by the Company and invalid methods of consent were used. In some cases, paper forms requesting one single consent were used for various purposes, including marketing. Furthermore, data was kept longer than necessary and thus violated deletion periods. 

For these violations, the telecommunications company received a fine of EUR 27.8 million. Among other things, the fine was imposed for: lack of consent for marketing activities (telemarketing and cold calling), addressing of data subjects who asked not to be contacted with marketing offers, invalid consents collected in TIM apps, lack of appropriate security measures to protect personal data (including incorrect exchange of blacklists with call centres), lack of clear data retention periods. The supervisory authority also imposed 20 corrective measures on TIM, prohibiting the use of personal data for marketing purposes from those who had refused to receive promotional calls from the call centres."
ETid-190,GERMANY,24/10/2019,100000,Food company,"['Art. 5 GDPR', ' Art. 32 GDPR']",Insufficient technical and organisational measures to ensure information security,"<a class='blau' href='https://www.baden-wuerttemberg.datenschutz.de/wp-content/uploads/2020/01/35.-T%C3%A4tigkeitsbericht-f%C3%BCr-den-Datenschutz-Web.pdf#page=44&zoom=100,0,0' target='_blank'>link</a>",Data Protection Authority of Baden-Wuerttemberg,Accomodation and Hospitalty,"The company had set up an applicant portal on its website where interested parties could submit their application documents online. However, the company did not offer an encrypted transmission of the data, nor did it store the applicant data in an encrypted or password-protected manner. In addition, the unsecured applicant data was linked to Google, so that anyone searching for the respective applicant names on Google could find their application documents and retrieve them without access restrictions."
ETid-191,SPAIN,14/01/2020,3600,"Zhang Bordeta 2006, S.L. (Store and Restaurant)",['Art. 5 GDPR'],Non-compliance with general data processing principles,<a class='blau' href='https://www.aepd.es/es/documento/ps-00397-2019.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),Accomodation and Hospitalty,"The store and restaurant owner installed a video surveillance system which, among others, also took pictures of the sidewalk and thus of the public space, which violates the fundamental principle of data minimization."
ETid-192,SPAIN,03/02/2020,60000,Xfera Moviles S.A.,"['Art. 5 GDPR', ' Art. 6 GDPR']",Insufficient legal basis for data processing,<a class='blau' href='https://www.aepd.es/es/documento/ps-00227-2019.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),"Media, Telecoms and Broadcasting","According to the data protection authority, XFERA MOVILES has violated Article 6(1) of the GDPR, as the company has unlawfully processed data, including bank details, customer address and name of the data subjects."
ETid-193,SPAIN,03/02/2020,75000,"Vodafone España, S.A.U.","['Art. 5 GDPR', ' Art. 6 GDPR']",Insufficient legal basis for data processing,<a class='blau' href='https://www.aepd.es/es/documento/ps-00270-2019.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),"Media, Telecoms and Broadcasting","The fine preceded the complaint by the data subject, who argued that Vodafone España had signed a contract for the transfer of a telephone subscription with a third party without the data subject's knowledge or consent and that, as a result, he, the data subject, had received an e-mail from the third party for a purchase made by him."
ETid-194,SPAIN,03/02/2020,60000,"Vodafone España, S.A.U.","['Art. 5 GDPR', ' Art. 6 GDPR']",Insufficient legal basis for data processing,<a class='blau' href='https://www.aepd.es/es/documento/ps-00405-2019.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),"Media, Telecoms and Broadcasting","The fine was preceded by a complaint from the data subject, who argued that he had received an e-mail from Vodafone España, which contained the billing of a telephone line that the data subject had never requested, which led to his personal data being processed without his consent. As a result, the data subject's personal data were incorporated into the information systems of Vodafone España without Vodafone being able to show that the data subject had consented to the collection and subsequent processing of his personal data. The fine of 100,000 EUR was reduced to 60,000 EUR due to a voluntary payment."
ETid-195,SPAIN,03/02/2020,50000,"Vodafone España, S.A.U.",['Art. 5 GDPR'],Non-compliance with general data processing principles,<a class='blau' href='https://www.aepd.es/es/documento/ps-00275-2019.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),"Media, Telecoms and Broadcasting","The fine was preceded by a complaint from a data subject who argued that Vodafone España had sent invoices containing his personal data, such as name, identity card and address, to its neighbour."
ETid-196,SPAIN,03/02/2020,20000,"Iberia Lineas Aereas de Espana, S.A. Operadora Unipersonal","['Art. 5 GDPR', ' Art. 6 GDPR', ' Art. 21 GDPR']",Insufficient legal basis for data processing,<a class='blau' href='https://www.aepd.es/es/documento/ps-00402-2019.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),Transportation and Energy,"Iberia continued to send e-mails to the data subject, despite the data subject had requested the withdrawal of his consent and the erasure of his personal data and that the execution of these measures had already been confirmed to him."
ETid-197,SPAIN,03/02/2020,75000,"Vodafone España, S.A.U.","['Art. 5 GDPR', ' Art. 6 GDPR']",Insufficient legal basis for data processing,<a class='blau' href='https://www.aepd.es/es/documento/ps-00278-2019.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),"Media, Telecoms and Broadcasting","The data subject, a former customer of the company, continued to receive invoice notifications, although at that time there was neither a contractual relationship nor any payment overdue from the expired contractual relationship. As a reason for the incorrect mailings Vodafone indicated a technical error."
ETid-198,SPAIN,03/02/2020,6670,Banco Bilbao Vizcaya Argentaria S.L.,"['Art. 5 GDPR', ' Art. 6 GDPR', ' Art. 21 GDPR']",Insufficient legal basis for data processing,<a class='blau' href='https://www.aepd.es/es/documento/ps-00400-2019.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),"Finance, Insurance and Consulting","The company repeatedly sent advertising messages to a data subject, although the data subject had objected to the processing of his data."
ETid-199,SPAIN,03/02/2020,5000,Queseria Artesenal Ameco S.L.,"['Art. 5 GDPR', ' Art. 6 GDPR']",Insufficient legal basis for data processing,<a class='blau' href='https://www.aepd.es/es/documento/ps-00259-2019.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),Industry and Commerce,The company processed personal data of customers without required consent.
ETid-200,SPAIN,03/02/2020,800,Automoción,"['Art. 5 GDPR', ' Art. 6 GDPR']",Insufficient legal basis for data processing,<a class='blau' href='https://www.aepd.es/es/documento/ps-00292-2019.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),Industry and Commerce,"An employee created a fake profile about a female colleague on an erotic portal, which contained, among other things, her contact details, a photo of her and information about her sexual nature. Based on the profile, the data subject received several phone calls from people who wanted to contact her regarding the information provided on the website. As the private person was found to have a personality disorder, the fine was reduced from initial EUR 1000 to EUR 800."
